unnamed__0,deal_num,acq_name,acq_country_code,tar_name,tar_country_code,deal_type,deal_status,deal_value,last_deal_status_date,deal_headline,deal_type__1,deal_status__1,deal_value__1,tar_name__1,tar_country_code__1,tar_busi_descr,tar_bvd_id_num,tar_orbis_id_num,acq_name__1,acq_country_code__1,acq_busi_descr,acq_bvd_id_num,acq_orbis_id_num,gr_acq_name,gr_acq_country_code,gr_acq_busi_descr,gr_acq_bvd_id_num,gr_acq_orbis_id_num,ven_name,ven_country_code,ven_busi_descr,ven_bvd_id_num,ven_orbis_id_num,gr_ven_name,gr_ven_country_code,gr_ven_busi_descr,gr_ven_bvd_id_num,gr_ven_orbis_id_num,regulatory_body_name,regulatory_body_country,type_of_deal_opportunity
3393.0,1943345293.0,SHANGHAI LINGANG HOLDINGS CORPORATION LTD,CN,"SHANGHAI LINGANG ECONOMIC DEVELOPMENT GROUP INVESTMENT MANAGEMENT CO., LTD",CN,Acquisition increased from 100% to 100%,Completed Assumed,498142.927403781,45517.0,Shanghai Lingang Holdings to invest in Shanghai Lingang Economic Development Group Investment Management,Acquisition increased from 100% to 100%,Completed Assumed,498142.927403781,"SHANGHAI LINGANG ECONOMIC DEVELOPMENT GROUP INVESTMENT MANAGEMENT CO., LTD",CN,"Investment management services, Property developer",CN9380019106,272696350.0,SHANGHAI LINGANG HOLDINGS CORPORATION LTD,CN,"Industrial investment services holding company, Industrial park construction services holding company, Industrial park development holding company, Industrial park management services holding company",CN31541PC,284084513.0,,,,,,,,,,,,,,,,,,
3394.0,1941175761.0,DP WORLD LTD,AE,PUERTOS Y LOGISTICA SA,CL,Acquisition 99.2%,Completed,497984.0,43560.0,DP World completes acquisition of majority stake in Puertos y Logistica,Acquisition 99.2%,Completed,497984.0,PUERTOS Y LOGISTICA SA,CL,Multi-purpose terminal port operator,CL827771007,6532688.0,DP WORLD LTD,AE,Marine terminals operator,AE30099GU,65803067.0,,,,,,GRUPO MATTE,CL,Holding company,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHAREHOLDERS,,Shareholder,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MINERA VALPARAISO SA,CL,"Electric energy generations services, Holding company, Port administration services",CL904120006,6532690.0,,,,,,,,
3395.0,1943247270.0,ADANI PORTS AND SPECIAL ECONOMIC ZONE LTD,IN,GANGAVARAM PORT LTD,IN,Acquisition increased from 31.5% to 89.6%,Pending,497880.4063968,44278.0,Adani Ports and Special Economic Zone obtains NCLT's approval to acquire further stake in Gangavaram Port from Mr Datla Venkata Suryanarayana Raju and family,Acquisition increased from 31.5% to 89.6%,Pending,497880.4063968,GANGAVARAM PORT LTD,IN,Multi-purpose marine port operator,IN0003036541,108701950.0,ADANI PORTS AND SPECIAL ECONOMIC ZONE LTD,IN,Port operator,IN33528FI,12599739.0,,,,,,MR DATLA VENKATA SURYANARAYANA RAJU,IN,Individual,,,,,,,,Competition Commission of India,India,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MR DATLA VENKATA SURYANARAYANA RAJU'S FAMILY,IN,Family,,,,,,,,National Company Law Tribunal,India,
3396.0,1601259465.0,PRUDENTIAL PLC,GB,DINOSOL SUPERMERCADOS SL,ES,Acquisition 60%,Completed,497810.00746715,40663.0,Dinosol sale completes,Acquisition 60%,Completed,497810.00746715,DINOSOL SUPERMERCADOS SL,ES,Supermarkets and convenience stores operator,ESB61742565,3141213.0,PRUDENTIAL PLC,GB,"Accident insurance services, Asset management services, Health insurance services, Life insurance services, Pension funding services, Property insurance services",GB01397169,9246634.0,,,,,,PERMIRA ADVISERS LLP,GB,Private equity investment services,GBOC300172,7155994.0,,,,,,,,
,,CAJA DE AHORROS Y MONTE DE PIEDAD DE MADRID SA,ES,,,,,,,,,,,,,,,,CAJA DE AHORROS Y MONTE DE PIEDAD DE MADRID SA,ES,Savings bank services,ESG28029007,38832615.0,,,,,,,,,,,,,,,,,,
,,SOCIETE GENERALE SA,FR,,,,,,,,,,,,,,,,SOCIETE GENERALE SA,FR,"Asset management services, Banking services, Debt and mezzanine provider, Investment banking services",FR552120222,58368254.0,,,,,,,,,,,,,,,,,,
,,LLOYDS BANK PLC,GB,,,,,,,,,,,,,,,,LLOYDS BANK PLC,GB,Banking services,GB00002065,35667765.0,,,,,,,,,,,,,,,,,,
,,ALCENTRA LTD,GB,,,,,,,,,,,,,,,,ALCENTRA LTD,GB,"Asset management services, Debt services",GB02958399,4453709.0,,,,,,,,,,,,,,,,,,
,,INDICUS ADVISORS LLP,GB,,,,,,,,,,,,,,,,INDICUS ADVISORS LLP,GB,Investment management services,GBOC320495,32614978.0,,,,,,,,,,,,,,,,,,
3397.0,1907135759.0,"NANJING XINJIEKOU DEPARTMENT STORE CO., LTD",CN,"SHANDONG QILU STEM CELL ENGINEERING CO., LTD",CN,Acquisition 76%,Completed,497747.764137419,42770.0,Nanjing Xinjiekou Department Store acquires stake in Shandong Qilu Stem Cell Engineering,Acquisition 76%,Completed,497747.764137419,"SHANDONG QILU STEM CELL ENGINEERING CO., LTD",CN,Stem cell preservation and related technologies developer,CN9364262032,301035386.0,"NANJING XINJIEKOU DEPARTMENT STORE CO., LTD",CN,Department store operator,CN30661PC,7307004.0,,,,,,MR WANG WEI,CN,Individual,,,,,,,,China Securities Regulatory Commission,China,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"YINFENG BIOLOGICAL GROUP CO., LTD",CN,"Human cells, tissues, organs, storage, cell-based technology research services",CN9383270360,274861726.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"XINYU FOUNDED HENGYUAN INVESTMENT MANAGEMENT CO., LTD",CN,Investment management services,CN9389716980,334216434.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MR WANG SHAN,CN,Individual,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MR SHEN BOJUN,CN,Individual,,,,,,,,,,
3398.0,1943137451.0,"TANGSHAN JIDONG CEMENT CO., LTD",CN,"BBMG MANGROVE ENVIRONMENT PROTECTION TECHNOLOGY CO., LTD",CN,Acquisition 100%,Completed,497537.061256728,43803.0,BBMG and BBMG Jidong Cement (Tangshan) dispose BBMG Mangrove Environment Protection Technology to Tangshan Jidong Cement,Acquisition 100%,Completed,497537.061256728,"BBMG MANGROVE ENVIRONMENT PROTECTION TECHNOLOGY CO., LTD",CN,Hazardous waste treatment services,CN9361001930,147467401.0,"TANGSHAN JIDONG CEMENT CO., LTD",CN,"Cement manufacturer, Concrete products manufacturer",CN30771PC,58450018.0,,,,,,BBMG CORPORATION,CN,"Cement manufacturer, Concrete and other building material manufacturer, Real estate developer",CN40049PC,224388158.0,,,,,,(State-owned) Assets Supervision and Administration Commission (SASAC),China,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BBMG JIDONG CEMENT (TANGSHAN) CO., LTD",CN,Cement manufacturer,CN9452551051,436460276.0,,,,,,,,
3399.0,1907160136.0,"DALIAN ZEUS ENTERTAINMENT CO., LTD",CN,OASIS GAMES LTD,CN,Acquisition 93.542%,Completed,497520.963523979,42795.0,Dalian Zeus Entertainment acquires stake in Oasis Games,Acquisition 93.542%,Completed,497520.963523979,OASIS GAMES LTD,CN,Online games publisher,CN9395148988,282378228.0,"DALIAN ZEUS ENTERTAINMENT CO., LTD",CN,Online and mobile phone game publisher,CN32132PC,15940480.0,,,,,,SHAREHOLDERS,,Shareholder,,,,,,,,China Securities Regulatory Commission,China,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHINA CULTURE INDUSTRIAL INVESTMENT FUND (LP),CN,Fund,CN9398468058,284047246.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BEIJING WUDAOKOU INVESTMENT FUND MANAGEMENT CO., LTD",CN,Private equity investment services,CN9396612987,282414840.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EVERBRIGHT CAPITAL INVESTMENT CO., LTD",CN,Private equity investment services,CN9366697027,144779453.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MR WANG YUHUI,CN,Individual,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS DING JIE,CN,Individuals,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MR PENG XIAOPENG,CN,Individuals,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MR CHEN JIA,CN,Individuals,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS LIN YING,CN,Individuals,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MR XU WOKAN,CN,Individuals,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MR ZHANG FEIXIONG,CN,Individuals,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEQING SHIYI INVESTMENT PARTNERSHIP (LP),CN,"Industrial investment services, Investment management services",CN9367154263,285401655.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEQING CHUDONG INFORMATION TECHNOLOGY PARTNERSHIP (LP),CN,"Computer software and equipment wholesaler, Computer software developer",CN9394111392,281989011.0,,,,,,,,
3400.0,206922.0,PSP SWISS PROPERTY AG,CH,REG REAL ESTATE GROUP AG,CH,Acquisition increased from 12.3% to 100%,Completed,497225.442460777,38120.0,Shareholders approve PSP takeover of REG Real Estate Group,Acquisition increased from 12.3% to 100%,Completed,497225.442460777,REG REAL ESTATE GROUP AG,CH,Real estate and property developer and management services,CHCHE101994474,81996144.0,PSP SWISS PROPERTY AG,CH,"Non-residential real estate management services provider holding company, Non-residential real estate services provider holding company, Real estate development projects operator holding company",CHCHE101126621,2226835.0,,,,,,,,,,,,,,,,,,
3401.0,1909461212.0,SAF-HOLLAND GMBH,DE,HALDEX AB,SE,Acquisition 100%,Withdrawn,497054.230451473,42607.0,SAF-Holland is to acquire Haldex from shareholders has been withdrawn,Acquisition 100%,Withdrawn,497054.230451473,HALDEX AB,SE,"Brake adjusters and air suspension products manufacturer, Electric vehicle components manufacturer, Hydraulic gear pumps and power units designer and developer, Vehicle components manufacturer",SE5560101155,6099844.0,SAF-HOLLAND GMBH,DE,"Heavy-duty tractor-trailers axle manufacturer, Heavy-duty tractor-trailers suspension systems manufacturer",DE8010129770,41228239.0,,,,,,SHAREHOLDERS,,Shareholder,,,,,,,,,,
3402.0,1601088799.0,BRITISH AMERICAN TOBACCO PLC,GB,"BENTOEL INTERNASIONAL INVESTAMA TBK, PT",ID,Acquisition 85%,Completed,496857.021128766,39981.0,British American Tobacco has acquired a majority stake in Bentoel Internasional Investama from Rajawali Corp and other shareholders,Acquisition 85%,Completed,496857.021128766,"BENTOEL INTERNASIONAL INVESTAMA TBK, PT",ID,Cigarettes manufacturer holding company,ID30209FD,50993893.0,BRITISH AMERICAN TOBACCO PLC,GB,"Chewing tobacco manufacturer, Cigars manufacturer, Tobacco products and cigarettes manufacturer",GB03407696,4673292.0,,,,,,SHAREHOLDERS,,Shareholder,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RAJAWALI CORPORA, PT",ID,"Cement manufacturer holding company, Consumer goods retailer holding company, Department store operator holding company, Hospital operator holding company, Hotel operator holding company, Operating holding company, Telecommunication investment services holding company, Television broadcasting holding company, Transportation services holding company",ID22763P,50993147.0,,,,,,,,
3403.0,1907004171.0,"SHENZHEN TECHO TELECOM CO., LTD",CN,"DIGITAL CHINA INFORMATION SERVICE CO., LTD",CN,Acquisition 100%,Completed,496621.376856405,41625.0,Shenzhen Techo Telecom acquires Digital China Infromation Service,Acquisition 100%,Completed,496621.376856405,"DIGITAL CHINA INFORMATION SERVICE CO., LTD",CN,"Data processing services, Financial related softwares developer, System integration services",CN9363167257,59633456.0,"SHENZHEN TECHO TELECOM CO., LTD",CN,"Property developer, Property management services, Telecommunication cable manufacturer, Telecommunication equipments wholesaler, Telecommunications equipment manufacturer",CN30192PC,58878152.0,,,,,,ISRAEL INFINITY VENTURE CAPITAL,IL,Venture capital investment services,IL*913214934,49494561.0,,,,,,(State-owned) Assets Supervision and Administration Commission (SASAC),China,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CHINA-SINGAPORE SUZHOU INDUSTRIAL PARK VENTURES CO., LTD",CN,Investment Fund,CN9363243442,284004279.0,,,,,,China Securities Regulatory Commission,China,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DIGITAL CHINA SOFTWARE CO., LTD",CN,"Software developer, Telecommunication equipments manufacturer",CN9360915388,65749859.0,,,,,,Ministry of Commerce,China,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIANJIN XINRUI INVESTMENT PARTNERSHIP ENTERPRISE,CN,Investment services,CN9392887646,280820052.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NANJING HUIQING TIANXIA TECHNOLOGY CO., LTD",CN,Software developer,CN*904638028,172037102.0,,,,,,,,
3404.0,372647.0,SHANGHAI BAOSTEEL GROUP CORPORATION,CN,"BAOSHAN IRON & STEEL CO., LTD",CN,Acquisition increased from 72.99% to 78.29%,Completed,495675.233586954,38723.0,Shanghai Baosteel Group buys more shares in listed unit,Acquisition increased from 72.99% to 78.29%,Completed,495675.233586954,"BAOSHAN IRON & STEEL CO., LTD",CN,"Iron and steel forging services, Iron and steel foundries services, Iron and steel products manufacturer, Steel pipe manufacturer, Steel wire drawing services",CN30088PC,37454967.0,SHANGHAI BAOSTEEL GROUP CORPORATION,CN,Iron and steel manufacturer holding company,CN30088PC,37454967.0,,,,,,,,,,,,,,,,,,
3405.0,2007005803.0,HEICO CORPORATION,US,EXXELIA EXPANSION SAS,FR,Acquisition 94%,Completed,495408.258117109,44931.0,Heico's completes acquisition of Exxelia Expansion from IK Investment Partners,Acquisition 94%,Completed,495408.258117109,EXXELIA EXPANSION SAS,FR,"Aircraft resonator manufacturer holding company, Capacitor and inductor manufacturer holding company, Electromagnet manufacturer holding company, Potentiometric sensor manufacturer holding company, Transformer manufacturer holding company",FR527678163,98382282.0,HEICO CORPORATION,US,"Aerospace electronic equipment manufacturer, Aerospace electronic equipment repair services provider",US650341002,1744318.0,,,,,,MANAGEMENT,FR,Management,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHAREHOLDERS,,Shareholder,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMPLOYEES,FR,Employees,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IK VII FUND,GB,Fund,GBIA8053076589326,169827907.0,,,,,,,,
3406.0,36150.0,CARNIVAL CORPORATION,PA,CUNARD LINE LTD,GB,Acquisition majority stake,Completed,495223.887203962,35943.0,Investors and Carnival Corporation acquired Cunard Line Ltd.,Acquisition majority stake,Completed,495223.887203962,CUNARD LINE LTD,GB,Cruise ship operator,US168930006L,1651701.0,CARNIVAL CORPORATION,PA,"Cruise lines operator, Tour operator services",PA16585RPP,380522.0,,,,,,KVÆRNER ASA,NO,"Engineering services, Petroleum refining projects designer and construction services, Shipbuilder",NO918883908,5598981.0,,,,,,,,
,,INVESTORS,,,,,,,,,,,,,,,,,INVESTORS,,Investors,,,,,,,,,,,,,,,,,,,,
3407.0,497814.0,AIRGAS INC.,US,LINDE AG'S US BULK GAS BUSINESS,US,Acquisition 100%,Completed,495000.0,39150.0,Airgas Inc. has acquired the  US bulk gas business belonging to Linde AG,Acquisition 100%,Completed,495000.0,LINDE AG'S US BULK GAS BUSINESS,US,"Air separation unit plants operator, Bulk gas services, Gas applications support services, Gas distributor, Gas producer, Logistics services associated with gas production",,,AIRGAS INC.,US,"Industrial and medical gases wholesaler, Welding equipment and supplies wholesaler",US560732648,177521.0,,,,,,LINDE AG,DE,"Diversified mechanical and chemical engineering services, Industrial and medical gas manufacturer, Supply chain management services",DE8170014684,261633203.0,,,,,,,,
3408.0,1909641966.0,"NISSAN MOTOR CO., LTD",JP,"DONGFENG NISSAN AUTO FINANCE CO., LTD",CN,Acquisition increased from 100% to 100%,Completed Assumed,494246.826775,43754.0,Shareholders to inject capital into Dongfeng Nissan Auto Finance,Acquisition increased from 100% to 100%,Completed Assumed,494246.826775,"DONGFENG NISSAN AUTO FINANCE CO., LTD",CN,Car financing services,CN9384459183,231299309.0,"NISSAN MOTOR CO., LTD",JP,Automobile manufacturer,JP9020001031109,51056855.0,,,,,,,,,,,,,,,,,,
,,"DONGFENG MOTOR GROUP CO., LTD",CN,,,,,,,,,,,,,,,,"DONGFENG MOTOR GROUP CO., LTD",CN,"Auto parts manufacturer, Automobile and trucks manufacturer",CN31290PC,175129282.0,,,,,,,,,,,,,,,,,,
,,"DONGFENG MOTOR CO., LTD",CN,,,,,,,,,,,,,,,,"DONGFENG MOTOR CO., LTD",CN,"Auto parts manufacturer, Automobile manufacturer",CN9367191672,82963981.0,,,,,,,,,,,,,,,,,,
,,"NISSAN (CHINA) INVESTMENT CO., LTD",CN,,,,,,,,,,,,,,,,"NISSAN (CHINA) INVESTMENT CO., LTD",CN,"Automotive brand management services, Automotive brand public relations management services, Investment management services",CN9360657925,74092361.0,,,,,,,,,,,,,,,,,,
3409.0,2007014541.0,"YUNNAN METALLURGY TITANIUM INDUSTRY CO., LTD",CN,"LB LUFENG TITANIUM INDUSTRY CO., LTD",CN,Acquisition increased from 100% to 100%,Completed Assumed,494133.801449515,45584.0,Yunnan Metallurgy Titanium Industry to inject capital into LB Lufeng Titanium Industry,Acquisition increased from 100% to 100%,Completed Assumed,494133.801449515,"LB LUFENG TITANIUM INDUSTRY CO., LTD",CN,IImenite mining services provider,CN9371776626,328486605.0,"YUNNAN METALLURGY TITANIUM INDUSTRY CO., LTD",CN,IImenite mining services,CN9372009416,12151185.0,,,,,,,,,,,,,,,,,,
3410.0,1909404401.0,GAMESA CORPORACION TECNOLOGICA SA,ES,ADWEN OFFSHORE SL,ES,Acquisition increased from 50% to 100%,Completed,493952.232601671,42740.0,Areva sells Adwen stake to Gamesa,Acquisition increased from 50% to 100%,Completed,493952.232601671,ADWEN OFFSHORE SL,ES,"Electric power distribution services, Offshore wind energy producer",ESB87046140,190442310.0,GAMESA CORPORACION TECNOLOGICA SA,ES,"Wind power plants construction services, Wind turbines manufacturer",ESA01011253,2989572.0,,,,,,AREVA ENERGIES RENOUVELABLES SAS,FR,"Biomass electric power generation plants operator, Energy storage services, Hydroelectric power generation plants operator, Solar electric power generation plants operator, Wind electric power farms operator",FR538612722,129329070.0,,,,,,Bundeskartellamt,Germany,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,European Commission,European Union,
3411.0,1907067993.0,"SHENZHEN VICTOR ONWARD TEXTILE INDUSTRIAL CO., LTD",CN,"SHENZHOU GREAT WALL INTERNATIONAL ENGINEERING CO., LTD",CN,Acquisition 100%,Completed,493936.017585651,42220.0,Shenzhen Victor Onward Textile Industrial acquires Shenzhen GreatWall International Engineering via reverse takeover,Acquisition 100%,Completed,493936.017585651,"SHENZHOU GREAT WALL INTERNATIONAL ENGINEERING CO., LTD",CN,"Building decoration engineering services, Electrical installation services",CN9367149940,308965616.0,"SHENZHEN VICTOR ONWARD TEXTILE INDUSTRIAL CO., LTD",CN,"Textile dyeing services, Textile manufacturer",CN30570PC,58492770.0,,,,,,SHAREHOLDER,,Shareholder,,,,,,,,China Securities Regulatory Commission,China,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHANGHAI YUANJIAN INVESTMENT MANAGEMENT CENTRE,CN,"Investment management services, Investment services",CN9366700213,177495473.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MR CHEN LUE,CN,Individual,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS HE YANFEI,CN,Individual,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MR HE SEN,CN,Individual,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MR WU CHENXI,CN,Individual,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS ZHU LIJUN,CN,Individual,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MR FENG RENYI,CN,Individual,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOSHAN HAIHUI HEYING VENTURE CAPITAL PARTNERSHIP ENTERPRISE (LP),CN,Fund,CN*Z00036862,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TELLHOW (SHANGHAI) VENTURE CAPITAL MANAGEMENT CO., LTD",CN,Venture capital investment services,CN9384466400,368328266.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BEIJING XINHE TAIDAO INVESTMENT MANAGEMENT CO., LTD",CN,Private equity investment services,CN9394760355,282257882.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BEIJING LONGBAI HUIRUN INVESTMENT MANAGEMENT CENTRE (LP),CN,"Event planner, Investment management services",CN*Z00036865,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SHENZHEN SEPTWOLVES SHENGLIAN EQUITY INVESTMENT FUND CO., LTD",CN,Venture capital investment services,CN*Z00036866,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YANTAI ZHAOXUAN YUANTAI JIUDING VENTURE CAPITAL CENTRE (LP),CN,Fund,CN9367156374,327229651.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUZHOU TIANYAO ZHONGSHAN JIUDING INVESTMENT CENTRE (LP),CN,Fund,CN9366723174,224878798.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JIAXING JIAHE JIUDING INVESTMENT CENTRE (LP),CN,Fund,CN9367117330,231293240.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WUXI HENGTAI JIUDING ASSETS MANAGEMENT CENTRE (LP),CN,Fund,CN9391398511,279330931.0,,,,,,,,
3412.0,1633058001.0,"SHANDONG JIUFA EDIBLE FUNGUS CO., LTD",CN,"JIANGSU JINHE ELECTRIC FUEL CO., LTD",CN,Acquisition,Completed Assumed,493908.738522063,41652.0,Shandong Jiufa Edible Fungus gets shareholders' approval to issue shares to acquire stake in three coal wholesale companies from Zhengzhou Ruimaotong Supply Chain,Acquisition,Completed Assumed,493908.738522063,"JIANGSU JINHE ELECTRIC FUEL CO., LTD",CN,"Coal wholesaler, Construction materials wholesaler",CN9363130778,147785546.0,"SHANDONG JIUFA EDIBLE FUNGUS CO., LTD",CN,Frozen and canned vegetable and fruit manufacturer,CN30668PC,7306955.0,,,,,,"ZHENGZHOU RUIMAOTONG SUPPLY CHAIN CO., LTD",CN,"Coal wholesaler, Logistics information consulting services, Storage services",CN9372729311,177497601.0,,,,,,China Securities Regulatory Commission,China,
,,,,"XUZHOU YIFENG TRADE CO., LTD",CN,,,,,,,,,"XUZHOU YIFENG TRADE CO., LTD",CN,Coal wholesaler,,,,,,,,,,,,,"ZHENGZHOU RUIMAOTONG SUPPLY CHAIN CO., LTD",CN,"Coal wholesaler, Logistics information consulting services, Storage services",CN9372729311,177497601.0,,,,,,,,
,,,,"PIZHOU FENGYUAN ELECTRIC FUEL CO., LTD",CN,,,,,,,,,"PIZHOU FENGYUAN ELECTRIC FUEL CO., LTD",CN,"Building materials wholesaler, Coal wholesaler",CN9363374736,177390381.0,,,,,,,,,,,"ZHENGZHOU RUIMAOTONG SUPPLY CHAIN CO., LTD",CN,"Coal wholesaler, Logistics information consulting services, Storage services",CN9372729311,177497601.0,,,,,,,,
3413.0,1907203858.0,AUSDRILL LTD,AU,BARMINCO HOLDINGS PTY LTD,AU,Acquisition 100%,Completed,493824.361482267,43404.0,Ausdrill acquires Gresham-backed Barminco Holdings,Acquisition 100%,Completed,493824.361482267,BARMINCO HOLDINGS PTY LTD,AU,"Engineering services holding company, Underground mining contractor holding company",AU126398276,81992956.0,AUSDRILL LTD,AU,"Blasting and site preparation services, Business support services, Diversified business support services, Diversified engineering services, Metal mining support services, Mineral mining support services, Mining equipment leasing services, Mining equipment manufacturer, Oil and gas drilling services, Oil field equipment manufacturer, Telecommunication infrastructure construction services",AU009211474,6532458.0,,,,,,GRESHAM PRIVATE EQUITY FUND NO 2,AU,Fund,AU*861078200,48779808.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MR PETER BARLETT,,Individual,,,,,,,,,,
3414.0,93640.0,CELESTICA INC.,CA,OMNI INDUSTRIES LTD,SG,Acquisition 100%,Completed,493682.005794444,37174.0,Omni Industries Ltd has been bought by Celestica Inc.,Acquisition 100%,Completed,493682.005794444,OMNI INDUSTRIES LTD,SG,"Distribution and trading of electrnic components and computer peripherals, Manufacture of plastic moulds, printed circuit boards and smi-conductor process machinery",SG30184FN,6532537.0,CELESTICA INC.,CA,"Electronic products engineering and design services, Electronic products manufacturer, Electronic products supply chain management services",CA30778NC,6739991.0,,,,,,,,,,,,,,,,,,
3415.0,1909500420.0,ACCO BRANDS CORPORATION,US,ESSELTE GROUP HOLDINGS AB,SE,Acquisition 100%,Completed,493000.0,42767.0,"ACCO Brands to acquire Esselte Group Holdings from JW Childs Equity Partners III: All approvals received, expected to complete in February",Acquisition 100%,Completed,493000.0,ESSELTE GROUP HOLDINGS AB,SE,Office products and equipment manufacturer holding company,SE5566280284,8377183.0,ACCO BRANDS CORPORATION,US,Office supplies manufacturer,US362704017,268398.0,,,,,,JW CHILDS EQUITY PARTNERS III LP,US,Fund,USIA8053544591084,59565970.0,,,,,,,,
3416.0,1943345812.0,"FUBON FINANCIAL HOLDING CO., LTD",TW,"FUBON INSURANCE CO., LTD",TW,Acquisition increased from 100% to 100%,Completed Assumed,492853.622474125,44804.0,Fubon Financial Holding updates expected date on capital injection into Fubon Insurance,Acquisition increased from 100% to 100%,Completed Assumed,492853.622474125,"FUBON INSURANCE CO., LTD",TW,Property insurance services,TW70826461,1853248.0,"FUBON FINANCIAL HOLDING CO., LTD",TW,"Asset management services holding company, Banking holding company, Futures brokerage holding company, Life insurance holding company, Securities brokerage holding company",TW03374805,8139147.0,,,,,,,,,,,,,,,,,,
3417.0,1943230889.0,"SHANGHAI DIESEL ENGINE CO., LTD",CN,"SAIC-IVECO HONGYAN COMMERCIAL VEHICLE CO., LTD",CN,Acquisition 100%,Completed,492684.955112717,44431.0,Shanghai Diesel Engine acquires SAIC-IVECO Hongyan Commercial Vehicle from SAIC Motor and others,Acquisition 100%,Completed,492684.955112717,"SAIC-IVECO HONGYAN COMMERCIAL VEHICLE CO., LTD",CN,Heavy duty motor vehicle and parts manufacturer,CN9360426127,74096077.0,"SHANGHAI DIESEL ENGINE CO., LTD",CN,Diesel engine manufacturer,CN31546PC,58592795.0,,,,,,"SAIC IVECO COMMERCIAL VEHICLE INVESTMENT CO., LTD",CN,Automobile industry investment services,CN9364605958,48903486.0,,,,,,(State-owned) Assets Supervision and Administration Commission (SASAC),China,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAIC MOTOR CORPORATION LTD,CN,"Automobile financing services provider, Motor vehicle manufacturer, Motor vehicle part manufacturer",CN30087PC,48958183.0,,,,,,China Securities Regulatory Commission,China,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CHONGQING MACHINERY & ELECTRONIC HOLDING (GROUP) CO., LTD",CN,"Auto parts manufacturing holding company, Electric transmission equipment manufacturing holding company, Electronic components manufacturing holding company, Industrial machinery manufacturing holding company, Metal cutting tools manufacturing holding company, Metal smelting and refining holding company",CN9365909179,147879024.0,,,,,,,,
