,Argentina_StockTraded_GDP,Australia_StockTraded_GDP,Austria_StockTraded_GDP,Bahrain_StockTraded_GDP,Bangladesh_StockTraded_GDP,Barbados_StockTraded_GDP,Belarus_StockTraded_GDP,Belgium_StockTraded_GDP,Bermuda_StockTraded_GDP,Botswana_StockTraded_GDP,Brazil_StockTraded_GDP,Bulgaria_StockTraded_GDP,Canada_StockTraded_GDP,Cayman_Islands_StockTraded_GDP,Channel_Islands_StockTraded_GDP,Chile_StockTraded_GDP,China_StockTraded_GDP,Colombia_StockTraded_GDP,Costa_Rica_StockTraded_GDP,Croatia_StockTraded_GDP,Cyprus_StockTraded_GDP,Czech_Republic_StockTraded_GDP,Denmark_StockTraded_GDP,Ecuador_StockTraded_GDP,Egypt_StockTraded_GDP,Estonia_StockTraded_GDP,Finland_StockTraded_GDP,France_StockTraded_GDP,Germany_StockTraded_GDP,Ghana_StockTraded_GDP,Greece_StockTraded_GDP,Hong_Kong_StockTraded_GDP,Hungary_StockTraded_GDP,Iceland_StockTraded_GDP,India_StockTraded_GDP,Indonesia_StockTraded_GDP,Iran_StockTraded_GDP,Ireland_StockTraded_GDP,Israel_StockTraded_GDP,Italy_StockTraded_GDP,Jamaica_StockTraded_GDP,Japan_StockTraded_GDP,Jordan_StockTraded_GDP,Kazakhstan_StockTraded_GDP,Kenya_StockTraded_GDP,Korea_StockTraded_GDP,Kuwait_StockTraded_GDP,Latvia_StockTraded_GDP,Lebanon_StockTraded_GDP,Lithuania_StockTraded_GDP,Luxembourg_StockTraded_GDP,Malaysia_StockTraded_GDP,Malta_StockTraded_GDP,Mauritius_StockTraded_GDP,Mexico_StockTraded_GDP,Montenegro_StockTraded_GDP,Morocco_StockTraded_GDP,Namibia_StockTraded_GDP,Netherlands_StockTraded_GDP,New_Zealand_StockTraded_GDP,Nigeria_StockTraded_GDP,Norway_StockTraded_GDP,Oman_StockTraded_GDP,Pakistan_StockTraded_GDP,Panama_StockTraded_GDP,Papua_New_Guinea_StockTraded_GDP,Paraguay_StockTraded_GDP,Peru_StockTraded_GDP,Philippines_StockTraded_GDP,Poland_StockTraded_GDP,Portugal_StockTraded_GDP,Qatar_StockTraded_GDP,Romania_StockTraded_GDP,Russia_StockTraded_GDP,Rwanda_StockTraded_GDP,Saudi_Arabia_StockTraded_GDP,Serbia_StockTraded_GDP,Seychelles_StockTraded_GDP,Singapore_StockTraded_GDP,Slovakia_StockTraded_GDP,Slovenia_StockTraded_GDP,South_Africa_StockTraded_GDP,Spain_StockTraded_GDP,Sri_Lanka_StockTraded_GDP,Swaziland_StockTraded_GDP,Sweden_StockTraded_GDP,Switzerland_StockTraded_GDP,Tanzania_StockTraded_GDP,Thailand_StockTraded_GDP,Trinidad_and_Tobago_StockTraded_GDP,Tunisia_StockTraded_GDP,Turkey_StockTraded_GDP,Ukraine_StockTraded_GDP,United_Arab_Emirates_StockTraded_GDP,United_Kingdom_StockTraded_GDP,US_StockTraded_GDP,Uruguay_StockTraded_GDP,Venezuela_StockTraded_GDP,Vietnam_StockTraded_GDP,West_Bank_and_Gaza_StockTraded_GDP,Zambia_StockTraded_GDP,Zimbabwe_StockTraded_GDP
2007-12-31,1.685039,160.613761,33.388968,4.807731,0.889116,0.337207,,49.173673,2.392789,0.66937,46.197985,15.269138,118.802581,0.129862,0.000868,26.182595,174.954228,8.363297,0.266657,7.396675,18.627189,19.884451,27.061038,0.048791,47.162599,7.401679,95.594504,109.034712,93.420888,0.585645,38.673857,952.669399,33.746273,84.882048,89.61789,21.959883,2.32945,9.131063,53.904687,99.596759,1.576292,143.803238,101.850699,8.588696,3.528891,163.556438,56.319086,1.151365,3.896509,2.167245,0.473003,79.897104,1.196068,5.052422,10.697137,9.699754,26.650438,0.231686,180.605207,4.337244,6.238707,101.289787,14.304998,54.214885,1.669166,0.562806,0.130623,7.889569,15.537015,20.983399,57.132632,37.560326,1.596385,98.254819,,163.943698,6.8903,,210.724613,0.036114,6.133174,77.376829,154.284851,2.986902,0.102035,80.562384,256.604529,0.052566,42.880507,1.882185,0.742424,47.672332,,18.457194,127.736198,296.061215,0.000542,0.095593,,10.929725,0.094381,2.933211
2008-12-31,0.923116,79.511794,22.863321,8.104032,1.595087,0.337207,,36.86546,1.461318,0.66937,33.603248,2.413424,96.770105,0.030528,0.000868,16.049593,83.66762,7.43659,0.176808,4.696287,6.444327,13.648983,27.061038,0.048791,58.855024,7.401679,95.594504,82.204933,109.999332,1.000022,23.29719,715.168618,17.420257,84.882048,86.517634,14.865755,3.599891,6.375945,43.389106,57.266645,1.576292,121.580154,120.010242,2.803263,2.067689,113.356064,56.319086,1.151365,5.876867,2.167245,3.043049,35.666021,0.745341,3.490166,7.305783,1.831851,13.520435,0.170202,101.342731,2.471344,4.924824,58.444793,12.606304,20.909558,1.130579,0.557455,0.130623,3.053589,6.810018,9.650444,28.816847,41.803129,0.571605,69.543574,,100.679073,2.189498,,130.68482,0.020906,2.436203,64.09915,105.56224,2.378725,0.102035,80.562384,249.047732,0.052566,36.397977,1.882185,0.742424,28.715144,,22.548685,93.382671,319.877706,0.000542,0.095593,10.240733,11.716732,0.094381,2.933211
2009-12-31,0.45366,90.602435,12.900334,2.032765,2.282787,0.337207,,25.409284,0.465595,0.66937,42.463607,0.936283,96.960789,0.044375,0.000868,21.55924,150.894312,8.538622,0.101933,2.345718,6.761624,12.869864,27.061038,0.048791,39.320882,7.401679,95.594504,47.558277,51.376343,0.198858,18.148059,660.25939,20.798435,84.882048,78.302568,15.951921,4.102893,4.178976,37.274088,41.947219,1.576292,73.128831,52.593509,3.69901,0.468366,178.555314,56.319086,1.151365,2.940487,2.167245,0.515686,39.968188,0.417528,3.727307,8.220643,1.831851,7.822751,0.279566,61.672905,2.709812,1.522914,53.53214,10.520359,9.391229,0.116224,0.242438,0.130623,2.44883,8.137196,12.844047,18.298148,25.889189,0.947461,41.74471,,78.09638,1.450103,,130.739984,0.195516,2.066731,65.962414,85.394763,2.960332,0.102035,80.562384,139.047497,0.052566,44.947349,1.882185,0.742424,48.163396,,25.952777,116.355415,236.954151,0.000542,0.095593,31.13683,5.119285,0.094381,2.933211
2010-12-31,0.600714,98.476645,12.528253,1.072746,4.196545,0.647251,,22.306429,1.575244,0.66937,41.113565,0.744244,86.86124,0.024057,0.000868,26.687398,133.349307,7.922264,0.109802,1.779958,2.877914,10.454676,27.061038,0.048791,16.994601,7.401679,95.594504,51.022578,43.096606,0.316172,13.71139,650.630805,20.065742,84.882048,63.313376,13.833005,3.487615,3.995561,45.157103,31.043275,1.576292,74.149048,31.685052,0.355535,1.747647,142.5018,56.319086,1.151365,4.883115,2.167245,0.316327,45.012298,0.5338,3.648661,10.052264,1.071691,6.045982,0.177143,65.385962,1.304396,1.391088,49.186929,5.09194,5.92426,0.224935,0.187709,0.130623,2.706896,10.677856,14.523681,22.500617,14.70681,0.986456,33.238015,,38.093159,0.721163,,127.517395,0.339055,1.012782,66.422573,96.238232,8.518464,0.102035,80.562384,146.174626,0.052566,65.209018,1.882185,3.972636,51.900283,2.01028,9.233405,129.277147,239.387651,0.000542,0.095593,20.962118,3.862418,0.098838,2.933211
2011-12-31,0.462939,80.685996,9.042416,0.521918,1.729633,2.193485,,19.584802,0.296704,0.66937,31.531621,0.558015,82.186669,0.060677,0.000868,20.393868,86.994215,7.745959,0.086127,1.473346,1.62509,8.90466,27.061038,0.048791,6.736545,7.401679,95.594504,46.333356,41.141826,0.645962,8.113235,578.219465,11.04481,84.882048,40.62754,11.811771,2.290532,3.385858,28.575856,36.697509,1.772558,69.15098,13.200685,0.283315,1.957031,154.346246,13.892565,1.151365,1.281059,2.167245,0.198926,43.737802,0.498194,4.427954,8.119459,1.68536,3.717748,0.10189,56.667156,2.292704,0.934196,36.857824,3.28906,4.179732,0.907875,0.403444,0.130623,3.013576,11.684319,13.841882,14.523913,13.654337,1.521176,27.089561,,42.81661,0.746599,,98.328255,0.454149,1.000211,49.286608,75.801025,7.078506,0.102035,80.562384,115.647469,0.052566,58.052929,1.882185,2.183245,43.04748,0.69549,4.158262,113.933454,263.117002,0.000542,0.095593,6.676905,2.703981,0.087385,2.933211
2012-12-31,0.2678,58.523221,5.811806,0.870996,1.082508,0.303533,,20.249302,0.458751,0.66937,33.734771,0.666703,73.725514,0.059194,0.000868,17.411077,57.959344,8.68727,0.071139,0.942974,1.176208,8.335582,27.061038,0.048791,6.124102,7.401679,95.594504,40.047496,34.741005,0.123571,6.312765,409.980665,8.533772,84.882048,34.877781,10.015512,2.338655,4.124641,19.273242,37.303732,4.838224,53.351705,8.629106,0.539908,1.787516,123.991913,12.504736,1.151365,0.926919,2.167245,0.1923,39.325783,0.458815,2.53533,9.535941,1.064458,3.266388,0.459283,49.363568,3.028624,0.882124,23.325355,3.046248,4.788351,1.722304,0.403444,0.130623,2.740119,13.623991,12.090457,12.208625,10.388929,1.119769,15.410799,,67.982945,0.533442,,88.361116,0.081225,0.866224,52.224624,64.942645,2.376886,0.102035,80.562384,86.242722,0.052566,60.079602,1.882185,2.644817,40.761346,0.342239,4.66754,91.255712,199.025008,0.000542,0.095593,6.676905,1.989778,0.071364,2.933211
2013-12-31,0.405291,49.956861,6.218765,1.787524,0.823952,0.119377,,22.00105,0.682055,0.66937,29.912345,1.5758,71.676772,0.059194,0.000868,14.862195,78.988842,5.341412,0.129736,0.925276,0.172039,5.759435,27.061038,0.048791,4.415258,7.401679,95.594504,39.257333,34.469067,0.306942,10.150138,459.56437,7.978603,84.882048,30.752791,10.833436,8.85409,6.124548,18.620731,35.759885,0.497749,116.707268,9.947658,0.296195,2.926314,97.024638,23.156247,1.151365,0.334684,2.167245,0.183334,43.976084,0.62389,2.613363,12.331429,1.064458,2.796596,0.278993,53.916132,4.634297,1.197403,18.351516,6.377467,0.217624,0.405755,0.403444,0.130623,1.577279,15.705701,14.013037,17.193116,10.348138,0.782113,10.273197,,47.080175,0.533442,,90.623115,0.054421,0.861929,57.934284,67.168716,1.990414,0.102035,80.562384,99.058372,0.052566,83.24617,1.882185,0.948743,39.074046,0.173019,17.067039,60.148694,196.954433,0.000542,0.095593,6.534361,1.778329,0.071364,2.933211
2014-12-31,0.669274,47.912716,6.548596,2.064273,9.144392,0.162133,0.031797,19.934994,0.369037,0.66937,26.228009,1.5758,74.417219,0.059194,0.000868,10.4526,112.036086,4.51578,0.233888,0.822148,0.243736,5.109731,27.061038,0.048791,8.652283,7.401679,95.594504,40.843118,32.000267,0.306942,14.129433,497.816606,5.040584,84.882048,37.341228,10.184103,5.054454,6.212377,15.015227,94.589016,0.90077,98.932325,8.392043,0.389132,1.480396,86.4742,23.156247,1.151365,1.298258,2.167245,0.160527,42.196314,0.51699,3.543869,9.383266,1.064458,2.551707,0.56146,52.817214,4.295136,0.893949,20.395231,6.262154,0.198865,0.482819,0.295164,0.130623,1.607525,14.190099,10.660577,20.342899,26.538885,0.776443,7.766923,,72.081542,0.533442,11.372335,63.71223,0.010068,1.486111,64.453659,71.851141,3.148547,0.102035,80.562384,101.035027,0.052566,76.260753,1.882185,1.764806,39.379279,0.091967,34.789326,76.908365,221.355867,0.000542,0.095593,12.791983,2.52979,0.071364,2.933211
2015-12-31,0.453943,55.549349,8.360763,0.90409,6.975417,0.162133,0.01495,19.934994,0.230068,0.66937,23.303458,1.5758,70.418794,0.01062,0.000868,8.114886,348.609718,3.947813,0.091882,0.830856,0.657482,5.109731,27.061038,0.048791,4.481359,7.401679,95.594504,54.385798,42.196121,0.306942,9.221916,668.638239,5.940821,84.882048,38.134326,8.717539,2.063778,6.921314,18.575545,94.589016,4.319774,125.345651,9.212891,1.440703,0.97411,125.762763,23.469023,1.151365,1.01187,2.167245,0.159726,36.99344,0.783014,3.837585,8.543191,1.064458,2.643691,0.56146,52.817214,5.083026,0.828533,24.73183,4.52248,10.019263,0.482819,0.081755,0.130623,0.764503,12.536648,10.962883,20.342899,14.932711,0.98911,8.604195,,63.012983,0.533442,11.372335,64.295908,0.010068,0.853511,67.488259,81.116316,2.107502,0.102035,80.562384,137.616231,0.052566,67.610076,1.882185,1.764806,40.458073,0.03802,15.555538,76.908365,226.282913,0.000542,0.095593,9.924817,2.292949,0.071364,2.933211
2016-12-31,0.782151,65.872788,6.744562,0.982491,5.776555,0.162133,0.038513,19.934994,3.144533,0.66937,31.245915,1.5758,75.482372,0.01062,0.000868,9.614452,159.698153,5.011259,0.061108,0.603496,0.352702,5.109731,27.061038,0.048791,3.03216,7.401679,95.594504,54.385798,31.77446,0.306942,6.330491,421.085788,6.05691,84.882048,35.225125,9.701559,4.071345,7.308829,16.097317,94.589016,2.895341,104.527886,6.478713,0.540272,1.090448,106.746141,23.469023,1.151365,1.764922,2.167245,0.113193,32.625211,0.614268,2.537435,10.06043,1.064458,2.84807,0.56146,52.817214,5.782918,0.373075,28.394841,3.273111,9.88191,0.482819,0.307579,0.130623,1.404529,11.251843,9.643664,20.342899,12.493162,0.928827,10.93201,,44.449376,0.533442,11.372335,58.831379,0.010068,0.690372,124.368553,51.994115,1.367955,0.102035,80.562384,121.710067,0.052566,78.622447,1.882185,1.764806,32.403508,0.01355,13.396592,76.908365,223.725204,0.000542,0.095593,10.507384,2.894829,0.071364,2.933211
2017-12-31,1.024314,63.577455,9.637111,1.513242,9.022851,0.162133,0.040182,19.934994,0.548002,0.66937,31.13632,1.5758,77.619357,0.01062,0.000868,13.793766,137.37387,4.44593,0.091496,0.769428,0.301252,5.109731,27.061038,0.048791,5.809573,7.401679,95.594504,54.385798,41.41804,0.306942,7.591501,572.307203,7.243676,84.882048,45.439181,9.109037,2.40033,8.298864,19.259978,94.589016,2.310624,117.189614,5.610691,0.470764,1.090448,123.958236,23.469023,1.151365,1.150312,2.167245,0.142353,43.063433,0.744558,3.278413,9.160074,1.064458,3.566235,0.56146,52.817214,5.740322,0.587127,29.332618,2.950689,9.88191,0.482819,0.003957,0.130623,3.003908,10.291166,12.870451,20.342899,11.3782,1.11891,9.243726,,29.460489,0.533442,11.372335,63.901365,0.010068,0.832398,107.41083,55.558746,2.543884,0.102035,80.562384,136.411964,0.052566,74.399838,1.882185,1.764806,43.924165,0.01737,11.310515,76.908365,202.863933,0.000542,0.095593,15.743737,2.908358,0.071364,2.933211
2018-12-31,0.870998,54.210814,8.712634,2.451199,5.023025,0.199292,0.023654,19.934994,0.680185,0.930252,40.126376,0.317245,79.616973,0.007956,0.000868,15.462616,92.386617,4.088119,0.074063,0.400904,0.21651,2.047407,27.061038,0.048791,5.513422,7.401679,95.594504,54.385798,40.218126,0.306942,5.572181,626.644859,6.135744,84.882048,46.594685,10.040797,8.738784,8.112897,16.593256,94.589016,3.576361,125.059199,5.449742,0.708877,1.090448,142.33093,23.469023,1.151365,0.686994,2.167245,0.111795,37.719938,0.611003,3.08774,7.466099,1.064458,3.063911,0.450226,52.817214,5.748946,0.613223,27.096729,2.094489,9.88191,0.479184,0.003957,0.130623,1.001343,8.422812,9.207304,20.342899,10.352668,1.000071,8.879965,0.142043,25.895192,0.533442,0.50944,58.210397,0.010068,0.692284,72.795715,43.564705,1.161906,0.102035,80.562384,129.325609,0.052566,76.278133,1.882185,1.96835,47.474157,0.009114,5.954781,76.908365,237.519509,0.000542,0.095593,14.706736,2.171768,0.071364,2.933211
2019-12-31,0.666287,59.898883,7.557825,1.878344,3.737382,0.23824,0.023242,19.934994,0.589752,0.954148,55.449303,0.248303,82.155437,0.058567,0.000868,13.63499,125.338016,4.304488,0.056817,0.534444,0.213844,1.491696,27.061038,0.048791,3.358883,7.401679,95.594504,54.385798,34.441096,0.012904,7.44122,501.891569,5.255362,84.882048,42.584449,10.534272,29.461097,8.112897,17.089616,94.589016,4.957877,99.601469,3.786081,0.190128,0.47023,116.737434,2.621748,1.151365,0.379743,2.167245,0.069699,29.744454,0.614832,2.58528,6.495075,1.064458,2.529114,0.782017,52.817214,5.85499,0.572499,24.88198,1.951605,9.88191,0.536408,0.003957,0.130623,0.697801,7.959869,8.361662,20.342899,7.564259,0.812354,10.673897,0.048119,24.838022,0.533442,0.568313,30.360366,0.010068,0.278131,73.155574,35.638452,1.058645,0.102035,80.562384,133.870934,0.052566,67.485581,1.882185,1.092144,45.679456,0.000858,6.998091,28.345221,168.720262,0.000542,0.095593,9.438693,1.598564,0.071364,2.933211
2020-12-31,0.738813,92.302864,9.157419,1.654601,4.227053,0.121122,0.009858,19.934994,0.352675,0.422119,93.055294,0.30133,118.021314,0.022987,0.000868,16.323613,210.60727,3.698968,0.048529,0.643286,0.152494,1.684085,27.061038,0.048791,4.189769,7.401679,95.594504,54.385798,46.591438,0.046652,8.613359,889.815804,7.132263,84.882048,68.879409,12.383187,98.976159,8.112897,25.474896,94.589016,0.327024,125.388483,3.37068,0.243713,0.480878,315.675522,28.753302,1.151365,0.732653,2.167245,0.065033,73.671121,0.436749,2.724116,7.376989,1.064458,3.052203,0.344112,52.817214,10.420798,0.574256,24.88198,1.371212,6.421899,0.368262,0.003957,0.130623,1.048917,9.049884,13.770641,20.342899,16.04747,1.163903,18.525109,0.160501,63.209636,0.533442,0.717514,30.360366,0.010068,0.865509,86.939111,37.94227,2.200424,0.102035,80.562384,176.240405,0.028031,96.170958,1.882185,1.252525,120.582047,0.000858,10.733089,75.200949,192.405448,0.000542,0.095593,16.403993,1.223884,0.048187,2.933211
2021-12-31,0.53835,68.617607,7.33561,1.368994,10.110355,0.00417,0.012114,19.934994,0.310561,0.819245,84.381915,0.342301,108.285597,0.022987,0.000868,13.281877,221.73751,2.25024,0.049738,0.379571,0.094328,1.722491,27.061038,0.048791,4.941939,7.401679,95.594504,54.385798,35.099058,0.034057,7.553391,1102.604728,4.720424,84.882048,72.607175,17.089794,62.41913,8.112897,21.69869,94.589016,0.327024,125.877994,5.822218,0.509644,0.480102,307.958384,26.771615,1.151365,1.526331,2.167245,0.07302,54.678365,0.185463,2.668675,6.858922,1.064458,3.103771,0.227777,52.817214,8.100586,0.406922,24.88198,1.91879,5.985436,1.013956,0.003957,0.130623,0.935586,9.095669,11.38874,20.342899,17.229112,0.757162,17.865787,0.050367,60.377697,0.533442,0.170121,30.360366,0.010068,0.587411,61.292923,27.267392,5.954829,0.102035,80.562384,104.704419,0.031137,118.125401,1.882185,1.216997,65.644143,0.000858,28.821137,27.176191,193.715697,0.000542,0.095593,51.88818,2.311944,0.310322,2.933211
2022-12-31,1.258021,64.431184,7.926282,0.927673,5.033609,0.00417,0.010342,19.934994,0.160775,0.438853,66.199248,0.395418,102.686142,0.022987,0.000868,13.676087,177.228885,1.881238,0.063125,0.342198,0.149504,1.87361,27.061038,0.048791,2.354377,7.401679,95.594504,54.385798,31.047,0.084187,8.523616,794.257433,5.300268,84.882048,50.425223,14.772156,60.083719,8.112897,21.281706,94.589016,1.065637,137.435258,5.203244,0.156273,0.306766,182.161642,23.176532,1.151365,0.067215,2.167245,0.058316,27.098387,0.178646,1.884214,7.206543,1.064458,2.342936,0.285056,52.817214,5.643389,0.468034,24.88198,2.106692,2.031946,0.824885,0.003957,0.130623,0.567454,6.444316,9.434133,20.342899,18.560339,0.821547,8.839663,0.125787,36.116774,0.533442,0.389923,30.360366,0.010068,0.693302,57.526852,25.074595,2.271852,0.102035,80.562384,104.42673,0.038907,96.481345,1.882185,1.268489,98.584766,0.000858,29.135281,36.105863,170.400559,0.000542,0.095593,39.200198,2.466672,0.052325,2.933211
2023-12-31,0.179337,51.949313,5.779155,1.117568,3.046615,0.00417,0.006112,19.934994,0.227992,1.556261,54.732448,0.218464,92.949189,0.022987,0.000868,9.139756,163.187909,1.110743,0.063125,0.350843,0.255349,1.358013,27.061038,0.048791,5.01607,7.401679,95.594504,54.385798,23.009897,0.035222,11.926833,598.1597,3.228603,84.882048,53.456361,10.250867,114.533949,8.112897,18.539215,94.589016,1.441152,151.204877,4.017501,0.291632,0.30615,198.033769,20.028793,1.151365,0.067215,2.167245,0.048017,26.427909,0.289725,1.834029,6.472448,1.064458,2.341987,0.22888,52.817214,4.751422,0.448887,24.88198,0.797379,2.598593,0.513177,0.003957,0.130623,0.269776,4.828491,8.597179,20.342899,16.152397,0.895903,10.351499,0.038656,28.158754,0.533442,0.597519,30.360366,0.010068,0.45317,52.542588,19.430078,1.221604,0.102035,80.562384,85.998018,0.045053,66.431174,1.882185,1.227086,97.504005,0.000858,21.670633,18.89745,134.42374,0.000542,0.095593,31.423341,1.846492,0.076547,2.933211
2024-12-31,0.179337,48.240806,5.790179,1.679421,2.840244,0.00417,0.021248,19.934994,0.125276,0.458693,41.73856,0.163004,95.92759,0.022987,0.000868,8.874007,186.054421,1.178986,0.063125,0.306043,0.422205,1.04639,27.061038,0.048791,5.217261,7.401679,95.594504,54.385798,19.828585,0.094814,12.158558,736.057428,3.308768,84.882048,85.553227,8.703676,4.307811,8.112897,8.597394,94.589016,2.421239,183.412537,2.829907,0.158291,0.329281,198.033769,28.950758,1.151365,0.067215,2.167245,0.041975,39.321173,0.219554,1.695028,5.910142,1.064458,3.897793,0.168706,52.817214,4.834305,0.822131,24.88198,0.797379,5.315828,0.490596,0.003957,0.130623,1.322396,4.726439,8.867972,20.342899,13.412378,0.787773,10.351499,0.307965,38.305951,0.533442,0.120891,30.360366,0.010068,0.587722,47.975739,16.03452,1.50947,0.102035,80.562384,76.807212,0.084082,57.348697,1.882185,1.028085,72.487145,0.000858,22.440676,18.89745,145.966653,0.000542,0.095593,33.671453,1.197497,0.054965,2.933211
